1,NBC/Universal,22.30%,2562.5,36,32
2,Disney,19.80%,2280.2,15,11
3,Time Warner (WB/New Line),16.90%,1940.6,44,30
4,News Corporation (Fox),12.40%,1422.2,35,25
5,Sony,8.90%,1028.3,43,35
6,Viacom (Paramount),5.90%,674.7,16,12
7,Lionsgate,5.90%,673.8,27,25
8,Weinstein Company,2.60%,301.5,14,11
9,Relativity,0.60%,74.2,6,4
10,Open Road Films,0.60%,70.2,8,6
11,STX Entertainment,0.60%,63.9,2,2
12,A24,0.50%,55.6,11,9
13,Roadside Attractions,0.30%,37.2,12,10
14,Broad Green Pictures,0.30%,34.7,7,7
15,Pure Flix,0.20%,28.4,3,3
16,Eros,0.20%,23.6,14,14
17,Bleecker Street,0.20%,22.5,5,5
18,CBS Films,0.20%,20.5,1,1
19,Radius-TWC,0.20%,17.5,10,9
20,EuropaCorp,0.10%,16.1,2,2
21,IFC,0.10%,12.4,35,30
22,UTV Communications,0.10%,10.2,6,5
23,FUNimation Films,0.10%,8.9,4,4
24,Magnolia,0.10%,7.3,26,23
25,High Top Releasing,0.10%,7.2,1,1
26,Blue SKy Cinema,0.10%,6.7,1,1
27,FIP,0.10%,6.4,7,7
28,Well Go USA,0.10%,6,11,11
29,Samuel Goldwyn,0.00%,5.4,7,7
30,China Lion,0.00%,5.2,21,17
31,Freestyle Releasing,0.00%,4.9,16,16
32,Music Box Films,0.00%,4.8,15,12
33,CJ Entertainment,0.00%,4.7,16,15
34,Unison/Paladin,0.00%,3.5,1,1
35,The Orchard,0.00%,3.1,9,9
36,IMAX,0.00%,2.9,4,0
37,Alchemy,0.00%,2.7,6,6
38,Cohen Media Group,0.00%,2.6,12,11
39,Shorts International,0.00%,2.4,1,1
40,Yash Raj,0.00%,2.4,2,2
41,Clarius Entertainment,0.00%,2.2,1,1
42,Cinelou Films,0.00%,2,1,1
43,GKIDS,0.00%,1.9,5,3
44,Gathr Films,0.00%,1.8,9,6
45,National Geographic Entertainment,0.00%,1.7,1,0
46,Universal Home Entertainment,0.00%,1.7,1,1
47,Aascar Film,0.00%,1.4,1,1
48,Eleven Arts,0.00%,1.4,4,2
49,Excel,0.00%,1.3,1,1
50,Kino Lorber,0.00%,1.3,35,24
51,Purdie Distribution,0.00%,1.2,3,2
52,Picturehouse (II),0.00%,1,2,2
53,Oscilloscope Pictures,0.00%,0.989,9,8
54,Thinking Man Films,0.00%,0.926,1,1
